# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/70fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,0.697769470435,5.5790806156e-18,0.0833742818314,8.3686209234e-19
0.0001,0.68468799588,0.00010310835432,0.0784913498925,7.30671862759e-05
0.001,0.613537509389,0.00013669101347,0.068650568441,8.69438403732e-05
0.002,0.594897266127,9.19838484312e-05,0.0991845435041,0.000136778628148
0.003,0.593551606846,7.15785166684e-05,0.14256380919,0.000163208162111
0.004,0.60036543825,6.39435540242e-05,0.188175823066,0.00019950025305
0.005,0.609866707742,5.44656134345e-05,0.230056209828,0.000194945915897
0.006,0.619854646256,5.40877126285e-05,0.267874485779,0.000183732646786
0.007,0.630123345864,5.5299296392e-05,0.303371777661,0.000187743345988
0.008,0.640687150687,6.17113681126e-05,0.335625961853,0.000186839570826
0.009,0.650501802426,6.06364010233e-05,0.364132962374,0.000191181234133
0.01,0.660534547253,5.79194494546e-05,0.390079261875,0.00019047870221
0.02,0.742003899047,5.32997311699e-05,0.559908947174,0.000156638617065
0.03,0.799761382974,4.56037096404e-05,0.640924233955,0.000111921309331
0.04,0.844200097884,4.61424895401e-05,0.683927380507,8.10813098643e-05
0.05,0.881340774353,3.977216294e-05,0.709582137946,6.53250728376e-05
0.06,0.913264110002,3.75536674964e-05,0.7254968432,5.95926611207e-05
0.07,0.941203378845,3.61537899581e-05,0.735930417438,5.06732137714e-05
0.08,0.966547533587,3.69625441536e-05,0.742514951219,4.4180309844e-05
0.09,0.989482315457,3.59290701624e-05,0.747092385841,4.29590107227e-05
0.1,1.01063537257,3.59462895346e-05,0.749681601288,4.34491348639e-05
0.2,1.16045041368,2.71298679505e-05,0.745198463241,2.72710238559e-05
0.3,1.2514153004,1.99920940605e-05,0.724997734478,2.20330110249e-05
0.4,1.31454936266,1.82458093209e-05,0.702071898233,2.00297963918e-05
0.5,1.36216353487,1.45423368954e-05,0.679175978487,2.0582119736e-05
0.6,1.39967018503,1.29236605804e-05,0.656613432007,2.13547595455e-05
0.7,1.43049575493,1.15665185858e-05,0.634895531561,2.02252091991e-05
0.8,1.45643360785,1.0009916329e-05,0.614182227723,1.81471163228e-05
0.9,1.47871911545,1.01017323855e-05,0.594510468397,1.77166147353e-05
1.0,1.49830220005,9.1602469193e-06,0.575927143848,1.67267585127e-05
2.0,1.62178969332,6.37746274596e-06,0.434977551148,1.21862795565e-05
3.0,1.69192130279,5.75181022361e-06,0.339727188804,1.10876579057e-05
4.0,1.74082521824,4.55263437935e-06,0.270520656825,8.72220624244e-06
5.0,1.77795774467,4.03982724271e-06,0.218650063067,8.04896965837e-06
6.0,1.80759449042,3.62342241385e-06,0.178355215946,6.84200897633e-06
7.0,1.83197066014,3.54082489709e-06,0.146246635614,6.33295040847e-06
8.0,1.85249243685,3.32321976899e-06,0.120063984528,5.61203345383e-06
9.0,1.86998411109,2.9880083605e-06,0.0985776424552,4.81563284263e-06
10.0,1.88508240253,2.75253164784e-06,0.0807937896772,4.13619341998e-06
15.0,1.93674912691,1.83772367487e-06,0.0285601946486,1.73822511071e-06
20.0,1.96504800503,1.44752625125e-06,0.00934405801937,8.01447928329e-07
25.0,1.98098857572,1.05863632834e-06,0.00284501810102,3.20299246466e-07
30.0,1.98994420184,8.09486807558e-07,0.000804387326518,1.30898384333e-07
35.0,1.99488331675,5.62980816624e-07,0.000209115364674,4.61442843184e-08
40.0,1.99752468004,3.51367456291e-07,4.90031244417e-05,1.38916394179e-08
45.0,1.99887254674,2.52537155866e-07,1.01735072327e-05,4.55603696137e-09
50.0,1.99952200134,1.71741668867e-07,1.83009279007e-06,1.31810834211e-09
# The data files below are included in this aggregation:,,,,
# logfiles/70fallleaf/70fallleaf_u001-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u002-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u003-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u004-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u005-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u006-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u007-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u008-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u009-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u010-20160301_000829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u011-20160304_102418.csv,,,,
# logfiles/70fallleaf/70fallleaf_u012-20160304_102422.csv,,,,
# logfiles/70fallleaf/70fallleaf_u013-20160304_102427.csv,,,,
# logfiles/70fallleaf/70fallleaf_u014-20160304_102541.csv,,,,
# logfiles/70fallleaf/70fallleaf_u015-20160304_102549.csv,,,,
# logfiles/70fallleaf/70fallleaf_u016-20160304_102818.csv,,,,
# logfiles/70fallleaf/70fallleaf_u017-20160304_102916.csv,,,,
# logfiles/70fallleaf/70fallleaf_u018-20160304_103336.csv,,,,
# logfiles/70fallleaf/70fallleaf_u019-20160304_104021.csv,,,,
# logfiles/70fallleaf/70fallleaf_u020-20160304_104049.csv,,,,
# logfiles/70fallleaf/70fallleaf_u021-20160304_111829.csv,,,,
# logfiles/70fallleaf/70fallleaf_u022-20160304_111933.csv,,,,
# logfiles/70fallleaf/70fallleaf_u023-20160304_112006.csv,,,,
# logfiles/70fallleaf/70fallleaf_u024-20160304_112102.csv,,,,
# logfiles/70fallleaf/70fallleaf_u025-20160304_112419.csv,,,,
# logfiles/70fallleaf/70fallleaf_u026-20160304_112513.csv,,,,
# logfiles/70fallleaf/70fallleaf_u027-20160304_112551.csv,,,,
# logfiles/70fallleaf/70fallleaf_u028-20160304_112626.csv,,,,
# logfiles/70fallleaf/70fallleaf_u029-20160304_112629.csv,,,,
# logfiles/70fallleaf/70fallleaf_u030-20160304_112629.csv,,,,
# logfiles/70fallleaf/70fallleaf_u031-20160304_112659.csv,,,,
# logfiles/70fallleaf/70fallleaf_u032-20160304_112707.csv,,,,
# logfiles/70fallleaf/70fallleaf_u033-20160304_112714.csv,,,,
# logfiles/70fallleaf/70fallleaf_u034-20160304_112749.csv,,,,
# logfiles/70fallleaf/70fallleaf_u035-20160304_112947.csv,,,,
# logfiles/70fallleaf/70fallleaf_u036-20160304_113015.csv,,,,
# logfiles/70fallleaf/70fallleaf_u037-20160304_113033.csv,,,,
# logfiles/70fallleaf/70fallleaf_u038-20160304_113035.csv,,,,
# logfiles/70fallleaf/70fallleaf_u039-20160304_113038.csv,,,,
# logfiles/70fallleaf/70fallleaf_u040-20160304_113041.csv,,,,
# logfiles/70fallleaf/70fallleaf_u041-20160304_113042.csv,,,,
# logfiles/70fallleaf/70fallleaf_u042-20160304_113055.csv,,,,
# logfiles/70fallleaf/70fallleaf_u043-20160304_113112.csv,,,,
# logfiles/70fallleaf/70fallleaf_u044-20160304_113411.csv,,,,
# logfiles/70fallleaf/70fallleaf_u045-20160304_113503.csv,,,,
# logfiles/70fallleaf/70fallleaf_u046-20160304_113505.csv,,,,
# logfiles/70fallleaf/70fallleaf_u047-20160304_113613.csv,,,,
# logfiles/70fallleaf/70fallleaf_u048-20160304_113628.csv,,,,
# logfiles/70fallleaf/70fallleaf_u049-20160304_113628.csv,,,,
# logfiles/70fallleaf/70fallleaf_u050-20160304_113833.csv,,,,
# logfiles/70fallleaf/70fallleaf_u051-20160304_113844.csv,,,,
# logfiles/70fallleaf/70fallleaf_u052-20160304_113904.csv,,,,
# logfiles/70fallleaf/70fallleaf_u053-20160304_113910.csv,,,,
# logfiles/70fallleaf/70fallleaf_u054-20160304_113911.csv,,,,
# logfiles/70fallleaf/70fallleaf_u055-20160304_113916.csv,,,,
# logfiles/70fallleaf/70fallleaf_u056-20160304_113918.csv,,,,
# logfiles/70fallleaf/70fallleaf_u057-20160304_113918.csv,,,,
# logfiles/70fallleaf/70fallleaf_u058-20160304_113940.csv,,,,
# logfiles/70fallleaf/70fallleaf_u059-20160304_114013.csv,,,,
# logfiles/70fallleaf/70fallleaf_u060-20160304_114102.csv,,,,
# logfiles/70fallleaf/70fallleaf_u061-20160304_114104.csv,,,,
# logfiles/70fallleaf/70fallleaf_u062-20160304_114131.csv,,,,
# logfiles/70fallleaf/70fallleaf_u063-20160304_114135.csv,,,,
# logfiles/70fallleaf/70fallleaf_u064-20160304_114153.csv,,,,
# logfiles/70fallleaf/70fallleaf_u065-20160304_114201.csv,,,,
# logfiles/70fallleaf/70fallleaf_u066-20160304_114206.csv,,,,
# logfiles/70fallleaf/70fallleaf_u067-20160304_114223.csv,,,,
# logfiles/70fallleaf/70fallleaf_u068-20160304_114416.csv,,,,
# logfiles/70fallleaf/70fallleaf_u069-20160304_114548.csv,,,,
# logfiles/70fallleaf/70fallleaf_u070-20160304_114648.csv,,,,
# logfiles/70fallleaf/70fallleaf_u071-20160304_114739.csv,,,,
# logfiles/70fallleaf/70fallleaf_u072-20160304_114755.csv,,,,
# logfiles/70fallleaf/70fallleaf_u073-20160304_114755.csv,,,,
# logfiles/70fallleaf/70fallleaf_u074-20160304_114801.csv,,,,
# logfiles/70fallleaf/70fallleaf_u075-20160304_114814.csv,,,,
# logfiles/70fallleaf/70fallleaf_u076-20160304_114832.csv,,,,
# logfiles/70fallleaf/70fallleaf_u077-20160304_114833.csv,,,,
# logfiles/70fallleaf/70fallleaf_u078-20160304_114834.csv,,,,
# logfiles/70fallleaf/70fallleaf_u079-20160304_114850.csv,,,,
# logfiles/70fallleaf/70fallleaf_u080-20160304_114908.csv,,,,
# logfiles/70fallleaf/70fallleaf_u081-20160304_114915.csv,,,,
# logfiles/70fallleaf/70fallleaf_u082-20160304_114923.csv,,,,
# logfiles/70fallleaf/70fallleaf_u083-20160304_114950.csv,,,,
# logfiles/70fallleaf/70fallleaf_u084-20160304_115002.csv,,,,
# logfiles/70fallleaf/70fallleaf_u085-20160304_115002.csv,,,,
# logfiles/70fallleaf/70fallleaf_u086-20160304_115005.csv,,,,
# logfiles/70fallleaf/70fallleaf_u087-20160304_115057.csv,,,,
# logfiles/70fallleaf/70fallleaf_u088-20160304_115118.csv,,,,
# logfiles/70fallleaf/70fallleaf_u089-20160304_115131.csv,,,,
# logfiles/70fallleaf/70fallleaf_u090-20160304_115254.csv,,,,
# logfiles/70fallleaf/70fallleaf_u091-20160304_115433.csv,,,,
# logfiles/70fallleaf/70fallleaf_u092-20160304_115442.csv,,,,
# logfiles/70fallleaf/70fallleaf_u093-20160304_115443.csv,,,,
# logfiles/70fallleaf/70fallleaf_u094-20160304_115524.csv,,,,
# logfiles/70fallleaf/70fallleaf_u095-20160304_115532.csv,,,,
# logfiles/70fallleaf/70fallleaf_u096-20160304_115555.csv,,,,
# logfiles/70fallleaf/70fallleaf_u097-20160304_115625.csv,,,,
# logfiles/70fallleaf/70fallleaf_u098-20160304_115659.csv,,,,
