# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/20_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.57583863856,2.23163224624e-17,0.0306969758806,3.48692538475e-19
0.0001,1.57573032352,3.96453473125e-06,0.0309887680531,3.19850959736e-06
0.001,1.57496011057,9.98636000849e-06,0.0337614151209,1.13031116275e-05
0.002,1.57479487745,1.19101456597e-05,0.0367393118304,1.61981852507e-05
0.003,1.57454113481,1.28580010066e-05,0.0396566536828,1.71065257211e-05
0.004,1.57443448094,1.48023465633e-05,0.0425181750726,1.92399601263e-05
0.005,1.57440436392,1.37350350064e-05,0.0452196330399,2.05281516167e-05
0.006,1.57450299301,1.46497177185e-05,0.0477358102474,2.14704693995e-05
0.007,1.57459640807,1.39963127325e-05,0.0499956409829,2.20706315483e-05
0.008,1.57486917602,1.26612984832e-05,0.0523772126828,2.26324435366e-05
0.009,1.57508498599,1.29611333101e-05,0.0546179068388,2.39168070002e-05
0.01,1.57528873347,1.24836135048e-05,0.0568328386047,2.52135764741e-05
0.02,1.5771758767,9.70696482567e-06,0.0743519480494,2.29513023001e-05
0.03,1.57814943568,7.77463832805e-06,0.0864875436623,2.13962748181e-05
0.04,1.57903769289,6.49190876256e-06,0.0955146356159,2.13625462879e-05
0.05,1.58013882822,5.96926027362e-06,0.102945520741,1.96679031884e-05
0.06,1.58156412213,5.88609582756e-06,0.10908177376,1.79331129912e-05
0.07,1.58331036213,6.13704947445e-06,0.114097435785,1.63802694835e-05
0.08,1.58526441048,6.68648518516e-06,0.118368663312,1.50304289303e-05
0.09,1.58727490506,6.77472431356e-06,0.122376524392,1.4299346907e-05
0.1,1.58937581094,6.9801158438e-06,0.125891723366,1.46401692294e-05
0.2,1.61080406095,6.88241776514e-06,0.150613526411,1.12191181586e-05
0.3,1.62830786184,5.68334170188e-06,0.166609811028,9.19057671674e-06
0.4,1.64200481794,5.46742500462e-06,0.178413631162,7.76408619453e-06
0.5,1.65307771358,4.949105022e-06,0.187435843115,8.03722086873e-06
0.6,1.66231006756,4.51509600765e-06,0.194283122572,8.05912793433e-06
0.7,1.67031521576,3.95833938041e-06,0.199521832896,6.76057952547e-06
0.8,1.6773766304,3.77670853418e-06,0.20339332446,6.11228727507e-06
