# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/30fallleaf_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.19277039841,1.78530579699e-17,0.00514971127082,5.23038807712e-20
0.0001,1.18206519004,8.64747377503e-05,0.0053113093243,8.95316316079e-06
0.001,1.1146985214,0.000129608296061,0.010617175231,2.53505850365e-05
0.002,1.08698119627,8.95699407424e-05,0.0231749164224,6.59130967771e-05
0.003,1.07437178167,6.74167618445e-05,0.041691032445,8.98386301129e-05
0.004,1.06978080731,4.79653237832e-05,0.0620354072084,0.000111828939589
0.005,1.06847969009,4.05966739506e-05,0.081641222775,0.000121980980475
0.006,1.06855341525,3.75106391279e-05,0.099828126716,0.000119815991815
0.007,1.06922757531,3.49719339554e-05,0.117671230503,0.000119085470252
0.008,1.07068506795,3.52526498089e-05,0.134262302038,0.000118570791463
0.009,1.07200921411,3.20486184469e-05,0.149335871113,0.000120859107114
0.01,1.0737798165,3.00134995176e-05,0.163339686215,0.000124341532927
0.02,1.09151009803,2.44796741918e-05,0.26822011158,0.000117290326658
0.03,1.10572349669,1.68553191492e-05,0.330098101348,9.35845428166e-05
0.04,1.11794075306,1.63520323289e-05,0.370169645455,7.23352755216e-05
0.05,1.12935383373,1.54255149294e-05,0.399616132172,6.08913693911e-05
0.06,1.14049668509,1.59872275011e-05,0.42171891515,5.75237340231e-05
0.07,1.15133078248,1.67583118155e-05,0.439515217771,4.93506220453e-05
0.08,1.16203803081,1.80276350332e-05,0.45403668607,4.32137924924e-05
0.09,1.1724233952,1.85716861208e-05,0.466532226039,4.22225250924e-05
0.1,1.18258337389,1.94147642909e-05,0.477035591861,4.14776904027e-05
0.2,1.26827051005,1.78897553406e-05,0.53688712247,2.54773691674e-05
0.3,1.33000967843,1.4634056524e-05,0.558533151627,1.80606635721e-05
0.4,1.37632594927,1.41937646947e-05,0.564046504855,1.55004109651e-05
0.5,1.41294972791,1.18189292397e-05,0.561775219673,1.56240418507e-05
0.6,1.44273887398,1.08816376119e-05,0.554837541888,1.69668492329e-05
0.7,1.46782120829,9.78659036147e-06,0.545353917249,1.60138832575e-05
0.8,1.48934455789,8.58904781729e-06,0.534471510693,1.43142654222e-05
0.9,1.50814498077,8.69665964148e-06,0.522842649836,1.39926369022e-05
1.0,1.52487596468,7.97288807427e-06,0.510975009237,1.35507816798e-05
2.0,1.63503636409,5.83809497136e-06,0.403362342137,1.04205009318e-05
3.0,1.70049719321,5.52084373564e-06,0.320407188322,1.01843182801e-05
4.0,1.74702040599,4.44095697237e-06,0.257468713811,8.35143618498e-06
5.0,1.78271008081,3.98030825102e-06,0.209301521946,7.69742668558e-06
6.0,1.8113757147,3.57553746945e-06,0.171415703992,6.6506404261e-06
7.0,1.8350558749,3.45941724643e-06,0.140967439137,6.0943214121e-06
8.0,1.85505523984,3.248074786e-06,0.115982075196,5.44132364579e-06
9.0,1.87214125525,2.93526567026e-06,0.0953860797826,4.7077784549e-06
10.0,1.88691973117,2.72685418437e-06,0.0782737341382,4.03959702009e-06
