# Aggregate Log Version: 1.00,,,,
# Log Name: logfiles/40_100_aggregateLog.csv,,,,
# Noise%, Dimension, Dim Std Err, Variance, Var Std Err
0.0,1.76119831509,2.67795869549e-17,0.0279842713253,3.13823284627e-19
0.0001,1.76120878868,7.08946817539e-07,0.0280221848556,7.9425298352e-07
0.001,1.76129338168,1.93512595381e-06,0.0283557478662,2.42522129781e-06
0.002,1.76142727132,2.75650073664e-06,0.0287257315436,3.0776344068e-06
0.003,1.76150516364,3.25387937761e-06,0.0290724160834,3.82083401678e-06
0.004,1.7615835278,3.54378682622e-06,0.029385807102,4.2777871282e-06
0.005,1.76166661422,3.44449668887e-06,0.0297308228841,4.51727964127e-06
0.006,1.76173864794,3.35862774205e-06,0.0300280204912,4.72840790914e-06
0.007,1.76178160796,3.45873820779e-06,0.0303200027618,4.72291803394e-06
0.008,1.76183982286,3.51198423467e-06,0.0306168059443,4.80235746796e-06
0.009,1.76192181731,3.58019544746e-06,0.0309412184756,5.02712728094e-06
0.01,1.76194863626,3.5469397578e-06,0.0312169397638,5.23544251238e-06
0.02,1.76242571929,3.62202548968e-06,0.0337775288749,5.44836828359e-06
0.03,1.76281321734,3.65904412834e-06,0.0359227043291,5.4491744709e-06
0.04,1.76331232503,3.79488052593e-06,0.0377665302696,5.55014769084e-06
0.05,1.76387551583,3.54470117243e-06,0.0394487817802,5.19357953152e-06
0.06,1.76457266664,3.52932238033e-06,0.0409327782514,4.70718179724e-06
0.07,1.76536800641,3.6708440354e-06,0.0422626070809,4.67009179835e-06
0.08,1.76620428839,3.86203861953e-06,0.0435174124612,4.67432676375e-06
0.09,1.76704558456,3.8979254111e-06,0.0447065382012,4.85933870687e-06
0.1,1.7679143166,4.11529683895e-06,0.0458049150616,4.9926816222e-06
0.2,1.77664089353,4.621074392e-06,0.0544503433589,4.62272523032e-06
0.3,1.7838775128,3.49190491018e-06,0.0604822897654,4.23785933708e-06
0.4,1.78961109346,3.30348634522e-06,0.0652237735004,4.21645662494e-06
0.5,1.79416965646,3.06408716089e-06,0.0689852501274,4.16055198702e-06
0.6,1.79794751461,2.64972122712e-06,0.0720661849687,3.927992418e-06
0.7,1.80119530908,2.11708959164e-06,0.074630182707,3.44805826108e-06
0.8,1.8040382942,1.92777374859e-06,0.0767687853495,3.16585718543e-06
0.9,1.80660368346,1.8329856526e-06,0.0785310515788,2.98190091061e-06
1.0,1.80899713801,1.7088960896e-06,0.0800361403127,2.87897714887e-06
2.0,1.82946141784,1.79916602814e-06,0.08540152611,2.7446520135e-06
3.0,1.84737563843,2.13073428665e-06,0.081116641545,2.72179831901e-06
4.0,1.86337282499,1.92744956167e-06,0.0737892073527,2.47724748532e-06
5.0,1.87763098905,2.05217700999e-06,0.0657563071391,2.44701011759e-06
6.0,1.89033946143,2.05793527609e-06,0.0578028838193,2.19997043217e-06
7.0,1.90168350802,2.02928967532e-06,0.0502219696078,2.26528274146e-06
8.0,1.91185437371,1.99341673603e-06,0.0431605106684,1.98248272669e-06
9.0,1.92096110018,1.80916097501e-06,0.0367524876879,1.74601916078e-06
10.0,1.92912432651,1.67112137369e-06,0.0310289070371,1.60773469295e-06
15.0,1.95914644093,1.36373531675e-06,0.0120065030994,8.57750138457e-07
